,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime
246,"I know!  Don't switch hands, okay?",Ross,fear,38,10,18,10,5,21,"00:05:42,383","00:05:45,969"
247,Hey.,Joey,neutral,39,0,19,0,1,1,"0:10:11,861","0:10:14,990"
248,Hey!,Phoebe,neutral,39,1,19,1,1,1,"0:10:14,990","0:10:15,133"
249,How did it go with Erin?,Rachel,neutral,40,0,20,0,7,7,"00:10:56,155","00:10:59,157"
250,"Oh, unbelievable! We had the best time!",Joey,joy,40,1,20,1,7,7,"00:10:59,408","00:11:01,368"
251,No!,Joey,joy,40,2,20,3,7,7,"0:11:02,703","0:11:03,538"
252,No!,Joey,joy,40,3,20,4,7,7,"0:11:03,538","0:11:04,760"
253,No!,Joey,joy,40,4,20,5,7,7,"0:11:04,760","0:11:05,303"
254,You guys were totally right!,Joey,joy,40,5,20,6,7,7,"0:11:05,303","0:11:06,298"
255,This is so much better than the first time we went out.,Joey,joy,40,6,20,7,7,7,"00:11:06,374","00:11:08,625"
256,Y’know?,Joey,neutral,40,7,20,8,7,7,"00:11:08,625","00:11:08,834"
257,"That was so awkward, we were really nervous.",Joey,neutral,40,8,20,9,7,7,"00:11:08,834","00:11:11,378"
258,"Yeah, that really calms me down.",Joey,neutral,40,9,20,11,7,7,"0:11:12,811","0:11:14,723"
259,And!,Joey,joy,40,10,20,12,7,7,"0:11:16,801","0:11:18,595"
260,We have so much in common!,Joey,joy,40,11,20,13,7,7,"0:11:18,595","0:11:18,734"
261,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well that’s a",Joey,joy,40,12,20,14,7,7,"00:11:18,928","00:11:31,356"
262,"Oh my God! Listen to you talkin’ about having kids. Oh my Joey.  Oh, please don’t get married before I do.",Rachel,surprise,40,13,20,15,7,7,"00:11:27,228","00:11:37,862"
263,Okay.,Joey,neutral,40,14,20,16,7,7,"00:11:41,742","00:11:43,493"
264,"Oh, unbelievable! We had the best time!",Joey,joy,41,0,20,1,7,7,"00:10:59,408","00:11:01,368"
265,"Yay!! Oh so, you’re not, you’re not mad at us anymore?",Phoebe,joy,41,1,20,2,7,7,"00:11:01,535","00:11:06,164"
266,No!,Joey,joy,41,2,20,3,7,7,"0:11:02,703","0:11:03,538"
267,No!,Joey,joy,41,3,20,4,7,7,"0:11:03,538","0:11:04,760"
268,No!,Joey,joy,41,4,20,5,7,7,"0:11:04,760","0:11:05,303"
269,You guys were totally right!,Joey,joy,41,5,20,6,7,7,"0:11:05,303","0:11:06,298"
270,This is so much better than the first time we went out.,Joey,joy,41,6,20,7,7,7,"00:11:06,374","00:11:08,625"
271,Y’know?,Joey,neutral,41,7,20,8,7,7,"00:11:08,625","00:11:08,834"
272,"That was so awkward, we were really nervous.",Joey,neutral,41,8,20,9,7,7,"00:11:08,834","00:11:11,378"
273,Didn’t you sleep together?,Phoebe,neutral,41,9,20,10,7,7,"0:11:11,629","0:11:12,811"
274,"Yeah, that really calms me down.",Joey,neutral,41,10,20,11,7,7,"0:11:12,811","0:11:14,723"
275,And!,Joey,joy,41,11,20,12,7,7,"0:11:16,801","0:11:18,595"
276,We have so much in common!,Joey,joy,41,12,20,13,7,7,"0:11:18,595","0:11:18,734"
277,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well that’s a",Joey,joy,41,13,20,14,7,7,"00:11:18,928","00:11:31,356"
278,How does she do that?,Monica,surprise,42,0,21,0,1,4,"00:01:49,275","00:01:51,485"
279,I cannot sleep in a public place.,Ross,neutral,42,1,21,1,1,4,"00:01:51,653","00:01:54,822"
280,Would you look at her? She is so peaceful.,Monica,joy,42,2,21,2,1,4,"00:01:54,989","00:02:00,994"
281,"It's okay, y'know, you just nodded off again.",Ross,neutral,42,3,21,4,1,4,"00:02:03,790","00:02:05,958"
282,What's going on with you?,Monica,surprise,42,4,21,5,1,4,"00:02:06,126","00:02:08,127"
283,Would you look at her? She is so peaceful.,Monica,joy,43,0,21,2,1,4,"00:01:54,989","00:02:00,994"
284,Oh! What what what! ...Hi.,Phoebe,surprise,43,1,21,3,1,4,"00:02:01,162","00:02:03,622"
285,What's going on with you?,Monica,surprise,43,2,21,5,1,4,"00:02:06,126","00:02:08,127"
286,I got no sleep last night!,Phoebe,anger,43,3,21,6,1,4,"0:02:08,294","0:02:09,587"
287,"My grandmother has this new boyfriend, and they're both kind of insecure in bed.",Phoebe,disgust,43,4,21,8,1,4,"00:02:10,088","00:02:17,177"
288,"Oh, and deaf.",Phoebe,neutral,43,5,21,9,1,4,"00:02:17,345","00:02:18,887"
289,"So they're constantly, like, having to reassure each other that they're having a good time.",Phoebe,neutral,43,6,21,10,1,4,"00:02:20,682","00:02:24,726"
290,You have no idea how loud they are!,Phoebe,disgust,43,7,21,11,1,4,"00:02:24,894","00:02:26,937"
291,"Well, if you want, you can stay with Rachel and me tonight.",Monica,neutral,43,8,21,12,1,4,"0:02:29,023","0:02:30,900"
292,Thanks.,Phoebe,joy,43,9,21,13,1,4,"0:02:30,900","0:02:32,175"
293,Oh! What what what! ...Hi.,Phoebe,surprise,44,0,21,3,1,4,"00:02:01,162","00:02:03,622"
294,"It's okay, y'know, you just nodded off again.",Ross,neutral,44,1,21,4,1,4,"00:02:03,790","00:02:05,958"
295,I got no sleep last night!,Phoebe,anger,44,2,21,6,1,4,"0:02:08,294","0:02:09,587"
296,Why?,Ross,neutral,44,3,21,7,1,4,"0:02:09,587","0:02:09,991"
297,"My grandmother has this new boyfriend, and they're both kind of insecure in bed.",Phoebe,disgust,44,4,21,8,1,4,"00:02:10,088","00:02:17,177"
298,"Oh, and deaf.",Phoebe,neutral,44,5,21,9,1,4,"00:02:17,345","00:02:18,887"
299,"So they're constantly, like, having to reassure each other that they're having a good time.",Phoebe,neutral,44,6,21,10,1,4,"00:02:20,682","00:02:24,726"
300,You have no idea how loud they are!,Phoebe,disgust,44,7,21,11,1,4,"00:02:24,894","00:02:26,937"
301,Ew! What is that? Something exploded!,Joey,disgust,45,0,22,0,1,23,"00:09:00,248","00:09:03,667"
302,"It's just her water breaking. Calm down, will you?",Nurse,neutral,45,1,22,1,1,23,"00:09:03,834","00:09:06,169"
303,"Water breaking, what do you mean? What's that, water breaking?",Joey,surprise,45,2,22,2,1,23,"00:09:06,337","00:09:09,714"
304,"Breathe, breathe, breathe.",Nurse,neutral,45,3,22,3,1,23,"00:09:09,882","00:09:13,510"
305,"Are you insane? I mean Joey, is going to kill you, he’s actually going to kill you dead.",Monica,surprise,46,0,23,0,3,11,"00:10:13,321","00:10:19,909"
306,Okay! You don’t think I thought of that?,Chandler,anger,46,1,23,1,3,11,"00:10:17,825","00:10:19,909"
307,"No, no, no, that’s Dina.",Monica,neutral,46,2,23,7,3,11,"00:10:28,377","00:10:30,420"
308,"You see you can’t tell which one is which either, dwha!!",Chandler,surprise,46,3,23,8,3,11,"00:10:30,588","00:10:44,809"
309,Okay! You don’t think I thought of that?,Chandler,anger,47,0,23,1,3,11,"00:10:17,825","00:10:19,909"
310,How can you not know which one?,Phoebe,surprise,47,1,23,2,3,11,"0:10:20,870","0:10:22,422"
311,How can you not know which one?,Phoebe,surprise,48,0,23,2,3,11,"0:10:20,870","0:10:22,422"
312,I mean that’s unbelievable.,Rachel,joy,48,1,23,3,3,11,"0:10:22,422","0:10:23,751"
313,I mean that’s unbelievable.,Rachel,joy,49,0,23,3,3,11,"0:10:22,422","0:10:23,751"
314,"I mean, was it Gina?",Monica,neutral,49,1,23,4,3,11,"0:10:23,873","0:10:24,873"
315,"Dark, big hair, with the airplane earrings.",Rachel,neutral,49,2,23,6,3,11,"00:10:26,042","00:10:28,209"
316,"No, no, no, that’s Dina.",Monica,neutral,49,3,23,7,3,11,"00:10:28,377","00:10:30,420"
317,"I mean, was it Gina?",Monica,neutral,50,0,23,4,3,11,"0:10:23,873","0:10:24,873"
318,Which one is Gina?,Ross,neutral,50,1,23,5,3,11,"0:10:24,873","0:10:25,937"
319,Which one is Gina?,Ross,neutral,51,0,23,5,3,11,"0:10:24,873","0:10:25,937"
320,"Dark, big hair, with the airplane earrings.",Rachel,neutral,51,1,23,6,3,11,"00:10:26,042","00:10:28,209"
321,"I don’t know, you thought ‘See you Saturday’ was funny.",Rachel,neutral,52,0,24,0,3,14,"00:10:40,389","00:10:44,059"
322,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.",Rachel,neutral,52,1,24,1,3,14,"00:10:44,727","00:10:49,397"
323,You guys would never want to go to a lecture with me.,Rachel,neutral,52,2,24,2,3,14,"00:10:49,565","00:10:51,483"
324,Pa-haa!! I would love to go with you.,Ross,joy,52,3,24,3,3,14,"00:10:54,987","00:10:56,571"
325,Really!?,Rachel,surprise,52,4,24,4,3,14,"00:10:56,739","00:10:57,864"
326,"Yeah, hey I-I have clothes, I even pick them out.",Ross,neutral,52,5,24,5,3,14,"00:10:58,032","00:11:01,660"
327,"I mean for, for all you know I could be a fashion..... monger.",Ross,neutral,52,6,24,6,3,14,"00:11:01,827","00:11:05,121"
328,"Okay. Honey, I would love for you to go with me.  What?",Rachel,joy,52,7,24,7,3,14,"00:11:11,379","00:11:15,256"
329,"What should I wear, now I’m all nervous.",Ross,fear,52,8,24,8,3,14,"00:11:15,549","00:11:19,969"
330,": I know, we did it!! Hey, that was incredible, huh?!",Mr. Treeger,joy,53,0,25,0,4,4,"00:20:36,693","00:20:40,321"
331,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.",Joey,joy,53,1,25,1,4,4,"00:20:40,572","00:20:44,075"
332,": Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.",Mr. Treeger,joy,53,2,25,2,4,4,"00:20:44,284","00:20:51,916"
333,"Oh well, okay, good luck.",Joey,joy,53,3,25,3,4,4,"00:20:52,459","00:20:56,462"
334,: Yeah.,Mr. Treeger,neutral,53,4,25,4,4,4,"00:20:54,962","00:20:56,462"
335,Unless you wanna practice the Foxtrot again? Or-or the Tango?,Joey,neutral,53,5,25,5,4,4,"00:20:56,713","00:21:00,716"
336,": Ahh, thanks but no. You see I-I think I’m ready to dance with girls.",Mr. Treeger,neutral,53,6,25,6,4,4,"00:21:01,093","00:21:09,350"
337,Okay.,Joey,neutral,53,7,25,7,4,4,"0:21:08,100","0:21:08,742"
338,: Yeah.,Mr. Treeger,neutral,53,8,25,8,4,4,"0:21:08,742","0:21:09,402"
339,Go get ‘em Treeger.,Joey,neutral,53,9,25,9,4,4,"00:21:09,601","00:21:11,852"
340,": Right.  Hey, ahh, you wanna come? Marge has a girlfriend.",Mr. Treeger,neutral,53,10,25,10,4,4,"00:21:16,275","00:21:19,860"
341,Really?,Joey,surprise,53,11,25,11,4,4,"00:21:21,029","00:21:22,113"
342,": Yeah, you could dance real good with her, she’s the same size as me.",Mr. Treeger,neutral,53,12,25,12,4,4,"00:21:22,364","00:21:24,991"
343,"No, I’m good.",Joey,neutral,53,13,25,13,4,4,"00:21:25,367","00:21:26,867"
344,"Oh God, this is so nerve wracking! How-how do you do this?",Ross,surprise,54,0,26,0,5,18,"00:09:41,414","00:09:44,958"
345,"Well, unfortunately, I don't get many callbacks so",Joey,neutral,54,1,26,1,5,18,"00:09:45,126","00:09:48,128"
346,Yes!! I knew it!!  Bye-bye! So long! Later!,Ross,joy,54,2,26,5,5,18,"00:10:03,144","00:10:13,403"
347,Oh this is great! I might actually get to play Ben's dad!,Joey,joy,54,3,26,6,5,18,"00:10:15,281","00:10:17,824"
348,Yeah!,Ross,joy,54,4,26,7,5,18,"00:10:17,824","00:10:18,743"
349,"Man, this is gonna be kinda weird.",Joey,sadness,54,5,26,11,5,18,"00:10:29,920","00:10:35,508"
350,"Yeah, it is.",Ross,neutral,54,6,26,12,5,18,"00:10:32,757","00:10:35,508"
351,"No, we-we're gonna be like best friends, that's why it's gonna be weird.",Ross,neutral,54,7,26,13,5,18,"00:10:40,514","00:10:44,142"
352,"Well, unfortunately, I don't get many callbacks so",Joey,neutral,55,0,26,1,5,18,"00:09:45,126","00:09:48,128"
353,Is it a good sign that they asked us to hang around after the audition?,Carol,surprise,55,1,26,2,5,18,"00:09:49,046","00:09:51,715"
354,Who knows?,Joey,neutral,55,2,26,3,5,18,"00:09:51,882","00:09:53,508"
355,Who knows?,Joey,neutral,56,0,26,3,5,18,"00:09:51,882","00:09:53,508"
356,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.",The Casting Director,neutral,56,1,26,4,5,18,"00:09:55,219","00:10:02,976"
357,"Actually, that can't happen.",The Casting Director,neutral,56,2,26,8,5,18,"00:10:18,743","00:10:20,243"
358,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.",The Casting Director,neutral,56,3,26,9,5,18,"00:10:20,411","00:10:25,665"
359,So it'll be either you two  or you two.,The Casting Director,neutral,56,4,26,10,5,18,"00:10:25,833","00:10:28,585"
360,"Man, this is gonna be kinda weird.",Joey,sadness,56,5,26,11,5,18,"00:10:29,920","00:10:35,508"
361,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.",The Casting Director,neutral,57,0,26,4,5,18,"00:09:55,219","00:10:02,976"
362,Yes!! I knew it!!  Bye-bye! So long! Later!,Ross,joy,57,1,26,5,5,18,"00:10:03,144","00:10:13,403"
363,Yeah!,Ross,joy,57,2,26,7,5,18,"00:10:17,824","00:10:18,743"
364,"Actually, that can't happen.",The Casting Director,neutral,57,3,26,8,5,18,"00:10:18,743","00:10:20,243"
365,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.",The Casting Director,neutral,57,4,26,9,5,18,"00:10:20,411","00:10:25,665"
366,So it'll be either you two  or you two.,The Casting Director,neutral,57,5,26,10,5,18,"00:10:25,833","00:10:28,585"
367,"Yeah, it is.",Ross,neutral,57,6,26,12,5,18,"00:10:32,757","00:10:35,508"
368,"No, we-we're gonna be like best friends, that's why it's gonna be weird.",Ross,neutral,57,7,26,13,5,18,"00:10:40,514","00:10:44,142"
369,"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.",Monica,sadness,58,0,27,0,5,24,"00:20:18,592","00:20:24,805"
370,"Okay, all right, all right, all right! Okay!  Okay, here's something, here's something blue and new.",Chandler,joy,58,1,27,1,5,24,"00:21:04,763","00:21:11,060"
371,Please!,Ross,anger,59,0,28,0,4,15,"0:19:16,989","0:19:19,201"
372,Are you kidding?,Ross,anger,59,1,28,1,4,15,"0:19:19,201","0:19:19,673"
373,"I-I hurt three huge men, I gave a guy a bloody nose—I mean I-I’m not proud of it but, I really am.",Ross,anger,59,2,28,2,4,15,"0:19:19,673","0:19:19,821"
374,"And it’s all because of you, wonderful, amazing you.",Ross,joy,59,3,28,3,4,15,"00:19:27,916","00:19:29,917"
375,I think you’ve got concussion.,Emily,fear,59,4,28,4,4,15,"00:19:30,085","00:19:34,839"
376,"No, no, I’m serious. Thank you.",Ross,joy,59,5,28,5,4,15,"00:19:35,007","00:19:37,592"
377,You’re welcome.  I’m sorry. Did I hurt you?,Emily,fear,59,6,28,6,4,15,"00:19:38,802","00:19:46,142"
378,"It’s worth the pain.  Y’know what, you know what? It’s not.",Ross,sadness,59,7,28,7,4,15,"00:19:47,728","00:19:50,021"
379,Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.,Monica,surprise,60,0,29,0,9,23,"00:08:23,586","00:08:31,426"
380,"I do! Want a hint? huh? ""I do""  ""I do"".",Chandler,joy,60,1,29,1,9,23,"00:08:26,839","00:08:31,426"
381,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.",Monica,neutral,60,2,29,2,9,23,"00:08:40,228","00:08:43,188"
382,David is going to propose to Phoebe.,Chandler,joy,60,3,29,3,9,23,"0:08:44,083","0:08:45,668"
383,What?  Why?,Monica,surprise,60,4,29,4,9,23,"0:08:45,668","0:08:48,470"
384,"Chandler, we have talked about this.",Monica,anger,60,5,29,6,9,23,"00:08:54,575","00:08:56,952"
385,You are not supposed to give people advice!,Monica,anger,60,6,29,7,9,23,"00:08:57,119","00:08:59,871"
386,Now couldn't you just have made some sort of inappropriate joke?,Monica,anger,60,7,29,8,9,23,"00:09:01,541","00:09:04,209"
387,I,Chandler,neutral,60,8,29,9,9,23,"00:09:04,377","00:09:06,503"
388,They've only been going out for a few weeks and Phoebe is completely hung up on Mike!,Monica,anger,60,9,29,10,9,23,"00:09:09,924","00:09:16,555"
389,"She'll say ""No"", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone",Monica,anger,60,10,29,11,9,23,"00:09:16,722","00:09:26,356"
390,"Man, that's some",Chandler,surprise,60,11,29,12,9,23,"00:09:24,146","00:09:26,356"
391,"Man, that's some",Chandler,surprise,61,0,29,12,9,23,"00:09:24,146","00:09:26,356"
392,"Oh, that's not what you want...",Ross,neutral,61,1,29,13,9,23,"00:30:29,953","00:30:38,126"
393,"This is my father, Paul Stevens. Dad, this is Ross Geller.",Elizabeth,neutral,62,0,30,0,6,21,"00:04:19,342","00:04:23,262"
394,It-it’s great to meet you Paul.,Ross,joy,62,1,30,1,6,21,"00:04:23,429","00:04:25,847"
395,Okay.,Ross,neutral,62,2,30,9,6,21,"0:04:52,542","0:04:52,844"
396,"I can, I can see that.",Ross,neutral,62,3,30,10,6,21,"0:04:52,844","0:04:55,338"
397,"Umm, but I think if you give me umm, one chance I can, I can change your mind.",Ross,fear,62,4,30,11,6,21,"00:04:55,461","00:05:00,799"
398,It-it’s great to meet you Paul.,Ross,joy,63,0,30,1,6,21,"00:04:23,429","00:04:25,847"
399,I usually prefer Elizabeth’s boyfriends to address me as Mr. Stevens.,Paul,neutral,63,1,30,2,6,21,"00:04:26,015","00:04:29,476"
400,"Of course, of course, Mr. Stevens.",Ross,neutral,63,2,30,3,6,21,"00:04:30,812","00:04:33,021"
401,"So Ross, what your problem?",Paul,anger,63,3,30,4,6,21,"00:04:33,189","00:04:37,901"
402,Eh-wh—Excuse me?,Ross,surprise,63,4,30,5,6,21,"00:04:39,862","00:04:41,113"
403,Why can’t you get a girlfriend your own age?,Paul,anger,63,5,30,6,6,21,"00:04:41,281","00:04:43,282"
404,That’s funny. Umm….  It’s not funny.,Ross,fear,63,6,30,7,6,21,"00:04:43,992","00:04:52,374"
405,I,Paul,neutral,63,7,30,8,6,21,"00:04:49,706","00:04:52,374"
406,Okay.,Ross,neutral,63,8,30,9,6,21,"0:04:52,542","0:04:52,844"
407,"I can, I can see that.",Ross,neutral,63,9,30,10,6,21,"0:04:52,844","0:04:55,338"
408,"Umm, but I think if you give me umm, one chance I can, I can change your mind.",Ross,fear,63,10,30,11,6,21,"00:04:55,461","00:05:00,799"
409,Okay.,Paul,neutral,63,11,30,12,6,21,"0:05:00,967","0:05:01,779"
410,What?,Ross,neutral,63,12,30,13,6,21,"0:05:01,779","0:05:03,485"
411,Okay. I’ll give you one chance to change my mind.  You got one minute.,Paul,anger,63,13,30,14,6,21,"00:05:03,594","00:05:09,057"
412,Okay. I’ll give you one chance to change my mind.  You got one minute.,Paul,anger,64,0,30,14,6,21,"00:05:03,594","00:05:09,057"
413,Daddy!,Elizabeth,surprise,64,1,30,15,6,21,"00:05:10,101","00:05:11,977"
414,"Oh well, it’s not on TV yet.",Joey,neutral,65,0,31,0,6,22,"00:04:32,563","00:04:35,774"
415,"Well, then it’s not on the wall yet.",The Dry Cleaner,neutral,65,1,31,1,6,22,"00:04:35,942","00:04:38,110"
416,"Okay, fine, I will bring you a tape, huh?",Joey,neutral,65,2,31,2,6,22,"00:04:39,779","00:04:43,865"
417,"Okay, fine, I will bring you a tape, huh?",Joey,neutral,66,0,31,2,6,22,"00:04:39,779","00:04:43,865"
418,"So umm, now do you have any of Matt Lauer’s clothes here? Maybe? Just ones that haven’t been cleaned yet?",Phoebe,neutral,66,1,31,3,6,22,"00:04:44,534","00:04:50,372"
419,Ooooohh!,Joey and Chandler,surprise,67,0,32,0,1,12,"00:10:59,992","00:11:01,034"
420,"Oh yeah, I'm sure.  And all of a sudden his hands weren't the problem anymore.",Phoebe,neutral,67,1,32,1,1,12,"00:11:01,202","00:11:14,005"
421,"Oh yeah, I'm sure.  And all of a sudden his hands weren't the problem anymore.",Phoebe,neutral,68,0,32,1,1,12,"00:11:01,202","00:11:14,005"
422,Was it...?,Monica,surprise,68,1,32,2,1,12,"00:11:18,386","00:11:19,487"
423,"Oh, boy scouts could have camped under there.",Phoebe,neutral,68,2,32,3,1,12,"00:11:19,595","00:11:22,097"
424,Uma Thurman.,Phoebe,neutral,68,3,32,5,1,12,"0:11:26,687","0:11:26,829"
425,Oh!,Monica,surprise,68,4,32,6,1,12,"0:11:26,936","0:11:28,021"
426,"Oh, boy scouts could have camped under there.",Phoebe,neutral,69,0,32,3,1,12,"00:11:19,595","00:11:22,097"
427,"""Ooo,"" what?",Rachel,surprise,69,1,32,4,1,12,"0:11:24,225","0:11:26,687"
428,Uma Thurman.,Phoebe,neutral,69,2,32,5,1,12,"0:11:26,687","0:11:26,829"
429,Oh!,Monica,surprise,70,0,32,6,1,12,"0:11:26,936","0:11:28,021"
430,The actress!,Ross,surprise,70,1,32,7,1,12,"0:11:28,021","0:11:28,166"
431,Thanks Rach.,Ross,neutral,70,2,32,8,1,12,"00:11:31,023","00:11:32,732"
432,You have to tell her!,Ross,joy,70,3,32,10,1,12,"0:11:35,824","0:11:36,658"
433,You have to tell her!,Ross,joy,70,4,32,11,1,12,"00:11:36,779","00:11:39,531"
434,"It's your moral obligation, as a friend, as a woman, I think it's a feminist issue!",Ross,anger,70,5,32,12,1,12,"00:11:36,779","00:11:43,076"
435,Guys?,Ross,anger,70,6,32,13,1,12,"0:11:39,699","0:11:40,033"
436,Guys?,Ross,anger,70,7,32,14,1,12,"0:11:40,033","0:11:43,147"
437,The actress!,Ross,surprise,71,0,32,7,1,12,"0:11:28,021","0:11:28,166"
438,Thanks Rach.,Ross,neutral,71,1,32,8,1,12,"00:11:31,023","00:11:32,732"
439,So what are you gonna do?,Chandler,surprise,71,2,32,9,1,12,"0:11:34,652","0:11:35,824"
440,You have to tell her!,Ross,joy,71,3,32,10,1,12,"0:11:35,824","0:11:36,658"
441,You have to tell her!,Ross,joy,71,4,32,11,1,12,"00:11:36,779","00:11:39,531"
442,"It's your moral obligation, as a friend, as a woman, I think it's a feminist issue!",Ross,anger,71,5,32,12,1,12,"00:11:36,779","00:11:43,076"
443,Guys?,Ross,anger,71,6,32,13,1,12,"0:11:39,699","0:11:40,033"
